Order_ID,Product_ID,Warehouse_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Order_Status,Quantity_Ordered
ORD503479,PRD1032,WH08,SUP009,2024-12-07,2024-12-22,,Cancelled,184
ORD536493,PRD1033,WH01,SUP009,2023-05-13,2023-05-14,2023-05-14,Delivered,179
ORD545561,PRD1031,WH08,SUP010,2024-11-19,2024-12-03,2024-12-03,Delivered,172
ORD508983,PRD1038,WH02,SUP011,2024-05-24,2024-05-25,,In Transit,134
ORD542261,PRD1048,WH07,SUP001,2024-06-13,2024-06-22,,In Transit,154
ORD512274,PRD1024,WH08,SUP007,2024-11-07,2024-11-08,,Delayed,39
ORD507147,PRD1017,WH06,SUP011,2024-05-29,2024-06-12,2024-06-13,Delivered,109
ORD550911,PRD1002,WH02,SUP006,2023-11-17,2023-11-30,2023-12-03,Delivered,182
ORD507248,PRD1004,WH04,SUP002,2024-11-11,2024-11-12,2024-11-15,Delivered,106
ORD508277,PRD1022,WH08,SUP012,2024-08-05,2024-08-18,,Delayed,60
ORD547364,PRD1016,WH08,SUP008,2024-09-23,2024-10-03,,Cancelled,102
ORD520016,PRD1048,WH08,SUP012,2023-06-09,2023-06-10,,In Transit,16
ORD538482,PRD1013,WH08,SUP006,2023-09-25,2023-10-07,,Cancelled,55
ORD513345,PRD1037,WH04,SUP005,02/13/2023,2023-02-18,2023-02-18,Delivered,28
ORD502995,PRD1038,WH04,SUP003,10/06/2023,2023-06-16,2023-06-16,Delivered,57
ORD501841,PRD1038,WH06,SUP008,2024-08-21,2024-08-31,2024-09-05,Delivered,10
ORD523522,PRD1007,WH06,SUP005,2023-07-01,2023-07-02,,Cancelled,103
ORD536282,PRD1036,WH08,SUP004,2023-07-13,2023-07-18,2023-07-18,Delivered,41
ORD550168,PRD1009,WH02,SUP004,2024-06-02,2024-06-06,2024-06-07,Delivered,152
ORD524161,PRD1033,WH04,SUP005,2023-01-23,2023-01-25,,Delayed,200
ORD517210,PRD1012,WH06,SUP004,2024-07-31,2024-08-05,2024-08-12,Delivered,147
ORD527568,PRD1028,WH06,SUP011,2023-03-30,2023-04-10,,Delayed,25
ORD510863,PRD1002,WH08,SUP009,2024-04-26,2024-04-27,2024-04-27,Delivered,18
ORD535277,PRD1024,WH01,SUP011,2024-09-27,2024-10-03,2024-10-03,Delivered,18
ORD530776,PRD1047,WH05,SUP001,2023-12-17,2023-12-22,,Cancelled,81
ORD502918,PRD1007,WH02,SUP001,07/06/2023,2023-07-08,2023-07-10,Delivered,84
ORD548722,PRD1025,WH03,SUP007,2023-11-22,2023-12-02,2023-12-09,Delivered,48
ORD503587,PRD1001,WH05,SUP004,2023-06-12,2023-06-25,,Delayed,109
ORD530348,PRD1011,WH02,SUP011,2023-11-28,2023-12-03,2023-12-03,Delivered,150
ORD535429,PRD1046,WH06,SUP009,2024-08-08,2024-08-19,2024-08-20,Delivered,66
ORD512178,PRD1046,WH03,SUP003,2024-02-12,2024-02-18,2024-02-18,Delivered,25
ORD524648,PRD1006,WH05,SUP011,2024-06-15,2024-06-29,2024-06-29,Delivered,70
ORD523672,PRD1047,WH07,SUP007,2024-09-07,2024-09-13,2024-09-13,Delivered,183
ORD524354,PRD1035,WH05,SUP002,28/11/2024,2024-12-11,2024-12-11,Delivered,25
ORD545831,PRD1040,WH04,SUP002,2024-08-23,2024-08-27,2024-08-29,Delivered,87
ORD526098,PRD1028,WH04,SUP011,2023-08-17,2023-08-26,2023-08-31,Delivered,21
ORD531377,PRD1038,WH03,SUP009,2023-10-31,2023-11-06,,Delayed,57
ORD541486,PRD1027,WH01,SUP009,2024-06-04,2024-06-17,2024-06-17,Delivered,129
ORD530743,PRD1022,WH07,SUP005,2023-03-10,2023-03-17,2023-03-17,Delivered,30
ORD536294,PRD1012,WH02,SUP003,2023-11-11,2023-11-24,,Cancelled,65
ORD551415,PRD1042,WH02,SUP003,2023-01-30,2023-02-04,2023-02-05,Delivered,97
ORD504888,PRD1020,WH08,SUP001,2024-12-13,2024-12-18,,In Transit,145
ORD501451,PRD1010,WH01,SUP004,2024-12-16,2024-12-24,,Delayed,200
ORD508732,PRD1014,WH02,SUP008,15/05/2024,2024-05-28,,In Transit,22
ORD537965,PRD1034,WH02,SUP006,2024-10-21,2024-10-29,,Delayed,20
ORD547997,PRD1008,WH05,SUP007,2024-04-19,2024-04-22,,Delayed,99
ORD519155,PRD1001,WH06,SUP006,29/04/2023,2023-05-06,,Cancelled,12
ORD507566,PRD1036,WH04,SUP006,2024-06-09,2024-06-14,,Delayed,189
ORD531784,PRD1022,WH03,SUP004,2023-06-11,2023-06-16,,Delayed,169
ORD538408,PRD1026,WH06,SUP007,2023-11-01,2023-11-11,,In Transit,175
ORD527039,PRD1026,WH05,SUP006,11/04/2024,2024-11-05,2024-11-06,Delivered,5
ORD537570,PRD1045,WH05,SUP011,2024-04-04,2024-04-05,,Cancelled,64
ORD516486,PRD1023,WH02,SUP002,2023-07-16,2023-07-20,2023-07-25,Delivered,73
ORD509656,PRD1033,WH04,SUP004,2024-07-30,2024-08-10,,In Transit,24
ORD511771,PRD1006,WH07,SUP006,2024-10-28,2024-11-06,,In Transit,128
ORD522218,PRD1021,WH02,SUP001,2024-12-09,2024-12-20,2024-12-20,Delivered,193
ORD516092,PRD1024,WH03,SUP003,2023-04-24,2023-05-03,2023-05-03,Delivered,152
ORD517279,PRD1041,WH02,SUP001,2023-04-18,2023-04-28,,In Transit,122
ORD515750,PRD1038,WH03,SUP001,2023-07-17,2023-07-24,2023-07-31,Delivered,75
ORD515740,PRD1017,WH06,SUP005,2024-02-22,2024-02-25,,Cancelled,111
ORD506614,PRD1028,WH02,SUP002,2023-01-21,2023-01-30,2023-01-30,Delivered,177
ORD515759,PRD1018,WH04,SUP005,2023-11-07,2023-11-09,2023-11-16,Delivered,134
ORD525835,PRD1027,WH04,SUP006,2023-03-22,2023-04-05,,Cancelled,132
ORD515594,PRD1015,WH03,SUP004,2023-10-25,2023-10-30,,In Transit,124
ORD526901,PRD1047,WH07,SUP003,2024-05-10,2024-05-17,2024-05-17,Delivered,190
ORD506278,PRD1029,WH06,SUP008,2023-12-07,2023-12-21,,Cancelled,97
ORD520465,PRD1045,WH07,SUP001,2024-05-07,2024-05-09,2024-05-16,Delivered,62
ORD520652,PRD1030,WH05,SUP001,2023-08-04,2023-08-06,2023-08-08,Delivered,99
ORD527804,PRD1004,WH06,SUP007,2023-12-29,2024-01-08,2024-01-08,Delivered,88
ORD535898,PRD1043,WH03,SUP007,2023-05-30,2023-06-02,,Cancelled,38
ORD501040,PRD1003,WH01,SUP004,2023-07-22,2023-07-27,2023-07-27,Delivered,72
ORD510612,PRD1047,WH04,SUP003,2023-03-03,2023-03-18,,In Transit,152
ORD539475,PRD1026,WH05,SUP002,2023-05-26,2023-05-27,2023-05-27,Delivered,193
ORD538787,PRD1016,WH06,SUP012,2024-11-22,2024-11-30,2024-11-30,Delivered,90
ORD542901,PRD1040,WH07,SUP006,22/05/2023,2023-05-31,,Cancelled,148
ORD516691,PRD1032,WH01,SUP011,2024-09-06,2024-09-13,2024-09-16,Delivered,20
ORD531994,PRD1047,WH08,SUP003,2024-10-06,2024-10-12,2024-10-17,Delivered,140
ORD504189,PRD1007,WH07,SUP001,2023-09-23,2023-09-27,2023-10-04,Delivered,58
ORD540950,PRD1042,WH04,SUP004,2024-08-31,2024-09-15,,In Transit,100
ORD533128,PRD1026,WH02,SUP010,2023-12-25,2023-12-28,2023-12-28,Delivered,190
ORD546982,PRD1032,WH06,SUP009,2023-02-13,2023-02-25,,Cancelled,13
ORD546946,PRD1004,WH06,SUP005,2023-02-27,2023-03-02,2023-03-02,Delivered,167
ORD506030,PRD1046,WH04,SUP003,2024-03-13,2024-03-19,2024-03-19,Delivered,5
ORD541400,PRD1025,WH07,SUP001,2024-11-27,2024-12-12,,In Transit,26
ORD508795,PRD1035,WH03,SUP004,15-08-2024,2024-08-23,,In Transit,129
ORD517546,PRD1046,WH02,SUP005,2024-02-28,2024-03-05,,Delayed,63
ORD520597,PRD1008,WH04,SUP009,2023-06-27,2023-07-02,,In Transit,141
ORD519420,PRD1036,WH05,SUP006,2024-07-09,2024-07-16,2024-07-17,Delivered,85
ORD536920,PRD1002,WH03,SUP011,11/15/2023,2023-11-30,2023-12-03,Delivered,34
ORD539970,PRD1003,WH08,SUP006,2024-05-28,2024-06-04,,Delayed,48
ORD525264,PRD1018,WH08,SUP003,23-01-2023,2023-01-24,,In Transit,68
ORD511925,PRD1009,WH07,SUP006,2023-03-14,2023-03-17,2023-03-19,Delivered,148
ORD521972,PRD1035,WH06,SUP005,2024-12-23,2025-01-01,,Cancelled,187
ORD526349,PRD1031,WH04,SUP002,2024-01-24,2024-02-02,2024-02-07,Delivered,80
ORD529488,PRD1024,WH06,SUP004,2023-03-24,2023-03-31,2023-04-03,Delivered,56
ORD524666,PRD1023,WH07,SUP009,2024-01-11,2024-01-17,2024-01-20,Delivered,178
ORD527903,PRD1007,WH01,SUP010,2023-11-16,2023-11-26,2023-11-26,Delivered,12
ORD551580,PRD1022,WH05,SUP006,2023-03-02,2023-03-14,,Cancelled,119
ORD510621,PRD1031,WH05,SUP004,09/24/2023,2023-09-26,,In Transit,140
ORD515968,PRD1012,WH07,SUP009,2023-09-09,2023-09-11,,In Transit,165
ORD532074,PRD1003,WH01,SUP005,17/02/2024,2024-02-28,2024-02-28,Delivered,97
ORD500721,PRD1006,WH03,SUP010,2023-06-07,2023-06-21,2023-06-24,Delivered,103
ORD508108,PRD1005,WH06,SUP007,2024-01-08,2024-01-11,2024-01-16,Delivered,18
ORD510604,PRD1021,WH02,SUP001,2023-02-06,2023-02-08,,Delayed,99
ORD515054,PRD1022,WH03,SUP005,2023-01-16,2023-01-29,2023-01-31,Delivered,128
ORD506797,PRD1028,WH07,SUP012,2024-09-28,2024-10-13,,Delayed,125
ORD505322,PRD1034,WH03,SUP006,05/23/2023,2023-06-04,2023-06-04,Delivered,186
ORD528848,PRD1044,WH04,SUP010,2024-09-17,2024-09-22,,Delayed,72
ORD515559,PRD1013,WH07,SUP006,2024-08-06,2024-08-14,2024-08-14,Delivered,6
ORD541284,PRD1005,WH05,SUP011,01/11/2024,2024-01-19,,Delayed,119
ORD501895,PRD1002,WH07,SUP011,2023-11-28,2023-12-05,2023-12-07,Delivered,161
ORD528108,PRD1015,WH04,SUP002,2023-12-15,2023-12-23,,Delayed,24
ORD508137,PRD1006,WH07,SUP006,10/06/2023,2023-10-16,,Delayed,129
ORD527594,PRD1030,WH06,SUP005,2023-01-20,2023-02-04,2023-02-04,Delivered,60
ORD522427,PRD1012,WH01,SUP002,2024-08-20,2024-08-28,2024-08-28,Delivered,24
ORD536061,PRD1019,WH07,SUP008,2024-05-22,2024-06-06,2024-06-06,Delivered,152
ORD526721,PRD1021,WH04,SUP010,2023-04-02,2023-04-09,2023-04-09,Delivered,29
ORD516373,PRD1047,WH03,SUP006,2023-11-11,2023-11-24,,Delayed,110
ORD507183,PRD1022,WH04,SUP012,2023-01-09,2023-01-10,,Delayed,176
ORD522414,PRD1024,WH08,SUP002,2024-01-09,2024-01-19,2024-01-19,Delivered,155
ORD519151,PRD1042,WH02,SUP006,2024-07-14,2024-07-29,,In Transit,45
ORD521150,PRD1032,WH04,SUP003,2023-01-19,2023-01-29,2023-01-29,Delivered,104
ORD515089,PRD1017,WH03,SUP009,2024-03-28,2024-03-29,2024-04-01,Delivered,172
ORD545463,PRD1025,WH06,SUP004,2024-12-04,2024-12-10,2024-12-11,Delivered,157
ORD515041,PRD1002,WH04,SUP007,2024-12-01,2024-12-13,,Cancelled,146
ORD514270,PRD1043,WH05,SUP010,2023-01-28,2023-01-29,2023-02-01,Delivered,177
ORD543946,PRD1048,WH05,SUP005,2024-12-20,2024-12-31,,Delayed,143
ORD527861,PRD1034,WH03,SUP008,2023-12-28,2024-01-01,2024-01-08,Delivered,101
ORD532119,PRD1001,WH06,SUP009,2023-07-01,2023-07-15,2023-07-15,Delivered,102
ORD509840,PRD1029,WH08,SUP001,2024-09-03,2024-09-12,,In Transit,99
ORD506200,PRD1022,WH03,SUP001,2023-09-10,2023-09-13,,Delayed,190
ORD511518,PRD1043,WH08,SUP006,2023-07-15,2023-07-26,2023-07-31,Delivered,148
ORD509303,PRD1025,WH06,SUP002,2023-10-25,2023-11-05,,Delayed,66
ORD530598,PRD1006,WH08,SUP002,29-10-2024,2024-10-30,2024-11-06,Delivered,188
ORD506450,PRD1030,WH03,SUP010,2024-11-10,2024-11-13,,Cancelled,182
ORD522188,PRD1021,WH01,SUP012,2024-04-23,2024-05-07,2024-05-07,Delivered,6
ORD511553,PRD1019,WH06,SUP010,2023-02-13,2023-02-19,,Delayed,59
ORD502546,PRD1045,WH01,SUP011,2023-05-10,2023-05-22,,Delayed,193
ORD502622,PRD1010,WH05,SUP002,2023-07-26,2023-08-05,2023-08-08,Delivered,163
ORD521881,PRD1025,WH06,SUP003,06-05-2024,2024-05-18,2024-05-19,Delivered,182
ORD514482,PRD1011,WH05,SUP006,03/31/2023,2023-04-09,,Delayed,198
ORD510135,PRD1034,WH02,SUP007,2024-06-03,2024-06-06,2024-06-07,Delivered,60
ORD545168,PRD1030,WH02,SUP003,26/10/2024,2024-10-29,2024-10-30,Delivered,34
ORD517492,PRD1019,WH08,SUP001,2024-07-19,2024-07-22,2024-07-25,Delivered,181
ORD538053,PRD1001,WH08,SUP006,2023-03-29,2023-04-03,2023-04-06,Delivered,54
ORD525044,PRD1005,WH01,SUP006,20-04-2023,2023-04-28,2023-04-28,Delivered,102
ORD519601,PRD1008,WH03,SUP003,2024-07-02,2024-07-15,2024-07-17,Delivered,186
ORD529352,PRD1019,WH01,SUP007,2024-09-29,2024-10-10,2024-10-11,Delivered,16
ORD513371,PRD1048,WH06,SUP006,2023-04-25,2023-04-30,2023-04-30,Delivered,68
ORD523609,PRD1007,WH07,SUP010,2024-07-24,2024-07-27,2024-07-27,Delivered,122
ORD530096,PRD1015,WH04,SUP010,2023-12-16,2023-12-21,2023-12-22,Delivered,164
ORD547664,PRD1036,WH08,SUP002,2024-12-06,2024-12-10,,In Transit,116
ORD532027,PRD1012,WH02,SUP003,2023-01-12,2023-01-25,2023-01-25,Delivered,50
ORD524567,PRD1019,WH04,SUP004,03/20/2024,2024-03-23,,In Transit,129
ORD524997,PRD1031,WH06,SUP012,2024-06-20,2024-06-21,,Cancelled,191
ORD532441,PRD1006,WH04,SUP002,2023-09-30,2023-10-15,,Cancelled,84
ORD532525,PRD1039,WH01,SUP011,2024-11-30,2024-12-06,2024-12-09,Delivered,69
ORD501020,PRD1002,WH08,SUP007,2023-01-25,2023-02-04,,Cancelled,165
ORD550896,PRD1026,WH04,SUP009,2024-09-09,2024-09-20,2024-09-25,Delivered,76
ORD515449,PRD1018,WH07,SUP007,2024-12-10,2024-12-11,2024-12-18,Delivered,186
ORD504253,PRD1048,WH08,SUP012,13/11/2023,2023-11-18,,Cancelled,199
ORD527090,PRD1041,WH08,SUP001,2023-05-19,2023-05-24,,In Transit,195
ORD503808,PRD1041,WH07,SUP001,25/01/2024,2024-01-26,2024-02-02,Delivered,12
ORD505594,PRD1047,WH02,SUP010,2024-02-18,2024-03-04,2024-03-11,Delivered,130
ORD541748,PRD1023,WH08,SUP005,2023-03-29,2023-04-12,2023-04-13,Delivered,81
ORD525168,PRD1014,WH01,SUP011,2024-12-01,2024-12-14,,In Transit,154
ORD545608,PRD1036,WH01,SUP007,2024-03-13,2024-03-15,2024-03-15,Delivered,50
ORD510451,PRD1019,WH04,SUP008,2023-12-10,2023-12-24,,In Transit,140
ORD520144,PRD1003,WH05,SUP005,2024-01-19,2024-01-22,2024-01-25,Delivered,105
ORD551285,PRD1044,WH01,SUP006,2024-07-27,2024-08-10,2024-08-17,Delivered,89
ORD539538,PRD1006,WH07,SUP011,10/01/2024,2024-10-06,,Cancelled,114
ORD530510,PRD1007,WH06,SUP009,2023-10-15,2023-10-18,,Cancelled,142
ORD503855,PRD1018,WH05,SUP002,2023-11-11,2023-11-21,,Cancelled,47
ORD515219,PRD1002,WH04,SUP005,2023-01-21,2023-01-22,,Cancelled,199
ORD543306,PRD1030,WH07,SUP006,2023-07-17,2023-07-28,,Delayed,168
ORD523430,PRD1028,WH05,SUP008,2023-01-02,2023-01-12,,Cancelled,33
ORD546644,PRD1015,WH07,SUP005,2024-12-07,2024-12-15,2024-12-15,Delivered,64
ORD507138,PRD1041,WH06,SUP005,2024-05-30,2024-06-07,2024-06-07,Delivered,180
ORD542551,PRD1013,WH07,SUP001,2024-03-11,2024-03-16,,Delayed,21
ORD514456,PRD1037,WH04,SUP005,2023-07-17,2023-07-25,2023-07-25,Delivered,78
ORD541866,PRD1037,WH03,SUP012,2024-03-03,2024-03-14,,Delayed,98
ORD512519,PRD1047,WH07,SUP010,2023-08-01,2023-08-12,2023-08-13,Delivered,26
ORD524901,PRD1018,WH07,SUP005,2023-09-10,2023-09-12,2023-09-12,Delivered,177
ORD520837,PRD1007,WH04,SUP005,2024-12-02,2024-12-03,2024-12-04,Delivered,159
ORD527386,PRD1020,WH01,SUP007,2023-11-17,2023-11-24,2023-11-24,Delivered,48
ORD510313,PRD1010,WH02,SUP011,04/18/2023,2023-04-26,2023-04-26,Delivered,98
ORD531992,PRD1011,WH08,SUP009,2024-05-09,2024-05-19,2024-05-24,Delivered,70
ORD545230,PRD1006,WH02,SUP009,2024-04-23,2024-05-08,2024-05-09,Delivered,7
ORD528734,PRD1041,WH03,SUP010,2024-02-06,2024-02-18,,Delayed,48
ORD516113,PRD1038,WH05,SUP006,24-09-2023,2023-10-06,2023-10-13,Delivered,143
ORD514128,PRD1034,WH04,SUP001,2023-06-16,2023-06-29,2023-06-29,Delivered,117
ORD532450,PRD1027,WH05,SUP004,04/05/2023,2023-04-11,2023-04-11,Delivered,38
ORD518792,PRD1021,WH02,SUP003,2024-06-30,2024-07-06,,Cancelled,70
ORD545809,PRD1045,WH01,SUP001,2024-01-22,2024-02-02,,Cancelled,123
ORD536127,PRD1026,WH02,SUP008,2024-04-21,2024-04-29,2024-05-01,Delivered,43
ORD523334,PRD1042,WH07,SUP012,04/06/2023,2023-06-14,,Delayed,197
ORD506671,PRD1031,WH07,SUP012,2023-03-03,2023-03-14,2023-03-17,Delivered,120
ORD524105,PRD1037,WH05,SUP009,2023-12-30,2024-01-14,2024-01-15,Delivered,11
ORD517422,PRD1011,WH07,SUP003,2023-02-07,2023-02-15,,Delayed,77
ORD534156,PRD1023,WH04,SUP005,2023-11-06,2023-11-19,2023-11-19,Delivered,79
ORD524759,PRD1044,WH07,SUP010,2023-09-15,2023-09-30,,Cancelled,40
ORD509496,PRD1010,WH04,SUP004,2023-05-11,2023-05-24,2023-05-26,Delivered,15
ORD515394,PRD1019,WH07,SUP001,2024-02-04,2024-02-17,,Cancelled,77
ORD546536,PRD1047,WH04,SUP007,2024-12-24,2025-01-05,2025-01-12,Delivered,71
ORD517431,PRD1016,WH03,SUP012,2023-03-26,2023-03-30,,In Transit,37
ORD521831,PRD1047,WH03,SUP002,2024-08-27,2024-09-11,,Cancelled,193
ORD529379,PRD1002,WH02,SUP005,03/10/2024,2024-10-05,2024-10-05,Delivered,86
ORD531310,PRD1003,WH06,SUP011,2024-10-19,2024-10-21,,In Transit,117
ORD519765,PRD1008,WH02,SUP002,2024-08-29,2024-09-05,2024-09-12,Delivered,41
ORD502443,PRD1007,WH05,SUP008,2024-11-28,2024-12-01,2024-12-04,Delivered,64
ORD546228,PRD1047,WH06,SUP005,2023-01-01,2023-01-10,,Cancelled,191
ORD513306,PRD1036,WH05,SUP010,2024-05-31,2024-06-07,,In Transit,62
ORD508479,PRD1035,WH05,SUP002,2024-12-23,2025-01-05,2025-01-10,Delivered,155
ORD527595,PRD1034,WH05,SUP009,2023-04-16,2023-04-23,2023-04-23,Delivered,71
ORD538415,PRD1041,WH02,SUP004,2024-10-10,2024-10-12,,Delayed,25
ORD522398,PRD1020,WH01,SUP012,2024-01-21,2024-01-29,,Cancelled,83
ORD515470,PRD1033,WH02,SUP012,2024-01-02,2024-01-14,2024-01-17,Delivered,20
ORD508201,PRD1025,WH01,SUP003,2023-04-09,2023-04-18,2023-04-21,Delivered,198
ORD524521,PRD1041,WH01,SUP007,2023-07-20,2023-07-30,2023-08-04,Delivered,109
ORD527203,PRD1046,WH03,SUP006,2024-02-13,2024-02-27,2024-02-27,Delivered,57
ORD537581,PRD1009,WH08,SUP009,2024-05-19,2024-05-29,2024-05-31,Delivered,91
ORD545659,PRD1018,WH02,SUP008,2023-12-22,2023-12-27,2023-12-27,Delivered,38
ORD537684,PRD1043,WH02,SUP012,10/12/2024,2024-12-19,,In Transit,160
ORD526139,PRD1039,WH03,SUP001,2023-05-06,2023-05-13,,Cancelled,163
ORD545453,PRD1034,WH01,SUP008,2023-07-03,2023-07-11,2023-07-11,Delivered,45
ORD522010,PRD1036,WH04,SUP008,2024-05-16,2024-05-22,2024-05-22,Delivered,181
ORD547545,PRD1048,WH07,SUP003,2024-06-07,2024-06-16,2024-06-23,Delivered,26
ORD516812,PRD1037,WH03,SUP003,2023-09-10,2023-09-11,,Cancelled,132
ORD536778,PRD1006,WH06,SUP011,2023-04-15,2023-04-24,2023-04-26,Delivered,52
ORD506629,PRD1007,WH06,SUP008,2023-12-29,2024-01-09,,Delayed,38
ORD502352,PRD1011,WH08,SUP005,2024-03-23,2024-04-07,2024-04-10,Delivered,43
ORD536131,PRD1005,WH08,SUP010,2024-06-23,2024-07-04,2024-07-05,Delivered,86
ORD545874,PRD1027,WH03,SUP011,2023-10-01,2023-10-09,,Delayed,16
ORD537131,PRD1027,WH06,SUP004,2024-08-25,2024-08-30,2024-08-30,Delivered,9
ORD522042,PRD1036,WH04,SUP006,2024-02-01,2024-02-04,2024-02-05,Delivered,44
ORD535951,PRD1030,WH04,SUP010,2023-09-09,2023-09-18,,Delayed,52
ORD517399,PRD1004,WH02,SUP011,2023-03-16,2023-03-31,,Cancelled,92
ORD519895,PRD1003,WH06,SUP008,2024-02-26,2024-02-29,,Cancelled,64
ORD502153,PRD1033,WH01,SUP006,2024-01-24,2024-02-01,2024-02-08,Delivered,116
ORD519065,PRD1027,WH06,SUP004,06/06/2023,2023-06-13,2023-06-13,Delivered,150
ORD544104,PRD1018,WH07,SUP006,2023-08-12,2023-08-14,2023-08-15,Delivered,28
ORD531144,PRD1007,WH07,SUP001,09-11-2024,2024-11-19,2024-11-22,Delivered,160
ORD530935,PRD1013,WH07,SUP012,2023-05-11,2023-05-20,,Delayed,82
ORD505579,PRD1020,WH08,SUP012,2023-08-26,2023-09-02,2023-09-04,Delivered,57
ORD549740,PRD1002,WH03,SUP002,2023-06-26,2023-07-05,,In Transit,94
ORD502463,PRD1011,WH07,SUP010,2024-04-15,2024-04-28,2024-05-05,Delivered,64
ORD514301,PRD1010,WH05,SUP006,2024-07-22,2024-07-28,2024-08-02,Delivered,131
ORD505280,PRD1013,WH07,SUP001,30-04-2023,2023-05-10,,Cancelled,77
ORD548673,PRD1039,WH05,SUP009,2024-08-19,2024-09-01,,Delayed,98
ORD512976,PRD1033,WH01,SUP008,2023-12-30,2024-01-05,2024-01-05,Delivered,90
ORD500926,PRD1012,WH03,SUP007,2023-02-16,2023-02-18,2023-02-19,Delivered,85
ORD522782,PRD1024,WH08,SUP001,2023-10-27,2023-11-06,2023-11-07,Delivered,89
ORD503018,PRD1003,WH07,SUP008,11/10/2024,2024-10-18,,Cancelled,152
ORD500312,PRD1011,WH06,SUP003,2023-09-19,2023-10-02,2023-10-02,Delivered,63
ORD501546,PRD1020,WH06,SUP010,2024-02-17,2024-03-03,2024-03-10,Delivered,143
ORD545043,PRD1027,WH06,SUP006,14/04/2024,2024-04-18,,Delayed,65
ORD534527,PRD1006,WH02,SUP007,06-06-2024,2024-06-16,,In Transit,102
ORD504069,PRD1037,WH02,SUP002,08/17/2024,2024-08-30,,Cancelled,162
ORD537879,PRD1011,WH08,SUP006,2023-05-10,2023-05-22,2023-05-22,Delivered,117
ORD545278,PRD1033,WH07,SUP008,2023-01-19,2023-01-28,,Delayed,52
ORD522993,PRD1009,WH07,SUP009,2024-10-14,2024-10-25,2024-10-25,Delivered,18
ORD529174,PRD1010,WH03,SUP001,2024-03-06,2024-03-16,2024-03-16,Delivered,102
ORD516594,PRD1012,WH05,SUP010,2024-09-21,2024-10-04,2024-10-04,Delivered,127
ORD514496,PRD1014,WH05,SUP012,2024-04-28,2024-05-05,2024-05-12,Delivered,76
ORD510225,PRD1045,WH02,SUP007,05-12-2023,2023-12-07,2023-12-14,Delivered,15
ORD510964,PRD1046,WH02,SUP008,2023-08-20,2023-08-26,,Delayed,93
ORD521227,PRD1045,WH07,SUP003,2024-09-07,2024-09-16,2024-09-19,Delivered,183
ORD517104,PRD1005,WH05,SUP003,2024-07-25,2024-08-03,2024-08-03,Delivered,45
ORD508899,PRD1024,WH03,SUP005,2023-02-02,2023-02-08,2023-02-15,Delivered,149
ORD539461,PRD1032,WH07,SUP001,2024-12-21,2024-12-26,,In Transit,130
ORD514846,PRD1009,WH03,SUP010,2023-06-14,2023-06-18,,Delayed,14
ORD550810,PRD1009,WH06,SUP003,2024-09-07,2024-09-10,2024-09-10,Delivered,59
ORD520959,PRD1048,WH03,SUP010,03-06-2024,2024-06-11,2024-06-11,Delivered,116
ORD542390,PRD1021,WH06,SUP011,2023-12-13,2023-12-17,,In Transit,50
ORD529969,PRD1020,WH05,SUP004,2023-03-26,2023-03-27,2023-03-28,Delivered,45
ORD510808,PRD1013,WH01,SUP004,2023-08-02,2023-08-14,,Delayed,85
ORD534849,PRD1022,WH04,SUP006,2024-10-13,2024-10-22,,Delayed,24
ORD505634,PRD1047,WH01,SUP005,2024-01-01,2024-01-05,,In Transit,186
ORD550532,PRD1033,WH03,SUP002,2023-09-30,2023-10-12,,Cancelled,47
ORD527301,PRD1028,WH01,SUP012,13-05-2023,2023-05-25,,Cancelled,151
ORD528073,PRD1019,WH04,SUP003,2023-04-01,2023-04-08,2023-04-10,Delivered,175
ORD537049,PRD1017,WH04,SUP011,2023-08-22,2023-08-30,2023-09-04,Delivered,198
ORD526412,PRD1013,WH03,SUP010,05-10-2024,2024-10-08,2024-10-08,Delivered,83
ORD520908,PRD1013,WH02,SUP002,04/22/2024,2024-04-27,2024-04-27,Delivered,119
ORD541274,PRD1046,WH01,SUP010,2024-09-16,2024-09-27,,Cancelled,107
ORD528511,PRD1045,WH08,SUP004,2023-03-03,2023-03-11,,Cancelled,149
ORD523562,PRD1031,WH01,SUP003,2023-05-08,2023-05-21,,Delayed,30
ORD532007,PRD1015,WH07,SUP009,2023-12-11,2023-12-19,,In Transit,138
ORD518019,PRD1026,WH03,SUP007,2024-12-15,2024-12-25,,Delayed,74
ORD500064,PRD1031,WH02,SUP002,2023-03-29,2023-03-31,2023-03-31,Delivered,195
ORD500571,PRD1018,WH08,SUP004,2023-11-25,2023-11-26,2023-11-26,Delivered,141
ORD534490,PRD1028,WH04,SUP005,2023-08-16,2023-08-25,2023-08-27,Delivered,172
ORD501773,PRD1032,WH07,SUP012,2023-05-17,2023-05-24,2023-05-29,Delivered,84
ORD528001,PRD1027,WH02,SUP007,29/10/2024,2024-11-05,,Cancelled,37
ORD541531,PRD1004,WH06,SUP004,2024-11-01,2024-11-06,2024-11-06,Delivered,93
ORD507911,PRD1044,WH03,SUP003,2024-04-15,2024-04-28,,Delayed,140
ORD527245,PRD1003,WH01,SUP001,2024-05-28,2024-06-11,,Cancelled,62
ORD539424,PRD1006,WH08,SUP003,24/05/2023,2023-06-04,,In Transit,67
ORD537933,PRD1008,WH03,SUP004,2024-03-21,2024-04-01,,Delayed,164
